0.6,1.35,0
1.3,0.75,1
3.6,1.95,0
2.35,1.3,0
0.7,2.3,0
3.85,3.7,1
3,2,0
0.85,3.1,1
3.4,3.55,1
2.1,3,0
3.9,3.9,1
1.5,1,0
2.2,1.9,1
0.25,0.55,1
3.8,2.15,0
2.65,3.15,0
3.1,0.65,1
1.6,1.15,0
1.55,1.8,1
3.9,0,1
2.15,3.6,0
2.25,2.15,1
1.5,1.55,1
3.15,2.5,0
2,3.75,0
1.65,2.55,1
0.05,3.8,1
4,1.25,1
4,0.7,1
1.15,3.5,1
3.65,3.6,1
3.1,0.9,1
3.95,0.9,1
0.95,1.65,0
2.3,0.95,0
0.85,3.2,1
2.25,1.15,0
2.1,2.15,1
0.85,1.7,0
1.9,3.9,0
0.25,1.75,0
1.35,2.45,1
3.2,0.9,1
0.3,1.1,1
3.8,4,1
0.35,1.85,0
2.95,0.9,1
3.05,2,0
0.85,1.35,0
0.75,3,1
0.2,3.2,1
1.6,2.4,1
1.1,0.05,1
1.1,3.35,1
0.45,2.95,1
0.95,2.85,1
3.85,3.6,1
3.85,3.45,1
3.85,3.75,1
0.4,1.8,0
3.65,2.65,0
1.8,3.55,0
3.75,0.3,1
0,1.75,0
3.7,3.2,1
2.3,0.7,0
1.55,3.85,0
3.9,1.05,1
1.55,2.75,0
3,1.1,1
1.15,3.9,1
0.6,3.65,1
1.15,1.1,1
2.2,0.85,0
0.15,2.65,0
2.4,3.2,0
0.05,3.4,1
3.2,1.1,1
2.45,0.4,0
2.95,3.95,1
3.6,0.3,1
0.65,0.7,1
0.95,0.7,1
1.5,1.25,0
2.35,0.5,0
0.05,3.35,1
2.35,0.9,0
0.65,0.8,1
3.95,3.9,1
0.2,3.4,1
2.55,1.65,1
2,0.5,0
1.15,3.65,1
2,1.8,1
2.8,0.4,1
1.2,3.65,1
2.45,2.5,1
1.95,3.65,0
1.1,0.9,1
0.2,0.25,1
3.7,3.9,1
3.35,2.85,1
3.35,0.25,1
2.55,0.25,0
0.4,2.3,0
1.45,2.85,0
0.55,1.95,0
0.55,0.45,1
1.55,0.65,0
3.9,0.3,1
0.75,1.05,1
1.15,1.3,1
0.35,2.6,0
2.25,3.8,0
1.05,1.5,0
1.6,0.4,0
2.05,1.3,0
3.3,3.85,1
3.75,4,1
3.6,2.45,0
2.25,0.95,0
0.5,1.15,1
0.15,0.3,1
1,3.4,1
2.8,1.25,1
2.95,1.75,0
3.2,3.2,1
2.05,2.45,1
2.5,2.95,0
2.15,2.95,0
4,1.85,0
0.6,2.4,0
1.95,1.1,0
0.95,0.95,1
2,2.25,1
0.05,1.9,0
1.25,2.85,1
3.15,2.35,0
3.4,1.05,1
2.5,1,0
3.25,2.35,0
1.55,0.7,0
3.95,1.35,0
1.65,0.15,0
3.75,0.35,1
2.15,3.25,0
2.75,4,1
1.8,2.95,0
1.5,1.3,0
1.25,1.85,0
0,1.9,0
3.8,1,1
1.55,1.4,1
3.8,3.7,1
2.85,1.15,1
1.4,1.85,1
1,0.65,1
2.6,1.5,1
4,3.25,1
0.25,2.3,0
3.05,3,1
1.65,0.95,0
0.75,0.85,1
2.6,0.2,0
1.7,3.15,0
1.6,2.3,1
3.45,3.3,1
0.35,0.45,1
2.9,0.4,1
0.3,3,1
1.75,1.75,1
2.1,2.8,0
3.1,3.4,1
2.65,0.5,0
1.05,3.25,1
3.95,1.45,0
1,0.05,1
0.95,3.45,1
1.35,1.85,1
3.2,1,1
2.3,3.25,0
1.85,3.1,0
3.45,3.35,1
3.55,3,1
1.45,2.9,0
3.6,3.7,1
1,1.7,0
3.7,1.25,1
2.35,3.35,0
0.85,3.15,1
0.4,2.15,0
1.05,0.75,1
0.75,1.2,1
0.6,1.05,1
0.05,1.2,1
2.15,0.9,0
0.15,1,1
0.65,0.65,1
0.8,2.95,1
2.55,2.6,1
4,0.8,1
2.2,1.75,1
0.85,1.8,0
3.9,0.95,1
4,1.35,0
0.8,1.3,1
0.8,0.1,1
1.85,1.95,1
1.4,1.5,1
3.3,1.65,0
1.45,2.75,0
3.25,2.05,0
2.7,0.75,1
2.15,3.5,0
0.35,1.65,0
3.55,1.45,0
1.75,1.65,1
1,2.3,0
3.65,0.1,1
2.75,2.05,0
1.05,0.3,1
0.15,4,1
0.95,0.8,1
0.2,0.65,1
3.25,1.25,1
2.15,2.3,1
3.65,0.9,1
3.85,0.35,1
1.5,0.7,0
2.35,3,0
0.55,3.85,1
0.95,1.15,1
0.95,0.5,1
1.55,2.6,1
1.4,0.55,0
1.85,1.05,0
2.75,1.8,0
2,0.4,0
2.35,2.7,0
0.95,2.65,0
3.95,0.2,1
